"USA_or_HHSRegion","WEEK_END","Variant","Share","Share_lo","Share_hi","count","denom_count","DF","eff.size","CI_width","nchs_flag","nchs_flag_wodf"
"USA",2021-01-09,"A.23.1",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"A.27",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"A.28",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"B.1.1.318",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"B.1.1.519",0.00673750004322772,0.00260103331863074,0.0141893286041432,8,1279,64,965.448139358067,0.0115882952855125,1,1
"USA",2021-01-09,"B.1.1.529",0.000878669997715605,8.16413081217762e-06,0.00593314222671654,1,1279,64,865.882188042718,0.00592497809590436,1,1
"USA",2021-01-09,"B.1.1.7",0.0418702199187366,0.00663581865835611,0.130784640076407,48,1279,64,57.1665274920979,0.124148821418051,1,1
"USA",2021-01-09,"B.1.214.2",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"B.1.351",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"B.1.427",0.101142960671265,0.030863292648361,0.229759254365198,117,1279,64,44.0365628428102,0.198895961716837,1,1
"USA",2021-01-09,"B.1.525",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"B.1.526",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"B.1.617.1",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"B.1.617.2",0.00263600999314682,5.08450651544707e-05,0.0154534453761264,3,1279,64,349.362150429867,0.0154026003109719,1,1
"USA",2021-01-09,"B.1.617.3",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"B.1.620",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"B.1.621",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"B.1.640",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"C.16",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"C.36",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"C.37",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"Other",0.84523186686449,0.715533840726141,0.931668321247048,1099,1279,64,50.3183789354502,0.216134480520907,0,0
"USA",2021-01-09,"P.1",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-09,"P.2",0.00150277251141822,0.000112501001095478,0.00633716415819804,3,1279,64,1017.60645008972,0.00622466315710256,1,1
"USA",2021-01-09,"P.3",0,NA,NA,0,1279,64,NA,NA,1,1
"USA",2021-01-16,"A.23.1",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-16,"A.27",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-16,"A.28",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-16,"B.1.1.318",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-16,"B.1.1.519",0.00941385521729712,0.00330347520097642,0.0209338537017939,12,1200,75,592.498023235518,0.0176303785008175,1,1
"USA",2021-01-16,"B.1.1.529",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-16,"B.1.1.7",0.0591723826842317,0.01141108528156,0.16867336142127,63,1200,75,47.1912673315849,0.15726227613971,1,1
"USA",2021-01-16,"B.1.214.2",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-16,"B.1.351",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-16,"B.1.427",0.122474079477084,0.0713495131285951,0.191813726240409,131,1200,75,128.886183371862,0.120464213111814,0,0
"USA",2021-01-16,"B.1.525",0.00191362917270135,0.000162944092321804,0.00775393418681458,2,1200,75,852.941898692747,0.00759099009449278,1,1
"USA",2021-01-16,"B.1.526",0.00339658346449119,0.000698689931706479,0.00990839429245505,4,1200,75,880.568403960348,0.00920970436074857,1,1
"USA",2021-01-16,"B.1.617.1",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-16,"B.1.617.2",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-16,"B.1.617.3",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-16,"B.1.620",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-16,"B.1.621",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-16,"B.1.640",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-16,"C.16",0.000956814586350674,9.60244018121075e-06,0.00637297523032031,1,1200,75,809.928297994696,0.0063633727901391,1,1
"USA",2021-01-16,"C.36",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-16,"C.37",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-16,"Other",0.799802211638792,0.71160849602857,0.870813829722942,984,1200,75,107.427742585766,0.159205333694372,0,0
"USA",2021-01-16,"P.1",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-16,"P.2",0.00287044375905202,0.000492360894567991,0.00905030494791248,3,1200,75,892.298084184349,0.00855794405334449,1,1
"USA",2021-01-16,"P.3",0,NA,NA,0,1200,75,NA,NA,1,1
"USA",2021-01-23,"A.23.1",0,NA,NA,0,2116,98,NA,NA,1,1
"USA",2021-01-23,"A.27",0,NA,NA,0,2116,98,NA,NA,1,1
"USA",2021-01-23,"A.28",0.000634473487941774,8.45504936042868e-06,0.00401761422886287,1,2116,98,1311.26966799669,0.00400915917950244,1,1
"USA",2021-01-23,"B.1.1.318",0,NA,NA,0,2116,98,NA,NA,1,1
"USA",2021-01-23,"B.1.1.519",0.0161273250707546,0.00960702818551523,0.0253257802688421,32,2116,98,1124.71344675137,0.0157187520833269,0,0
"USA",2021-01-23,"B.1.1.529",0,NA,NA,0,2116,98,NA,NA,1,1
"USA",2021-01-23,"B.1.1.7",0.0444840371251274,0.00830986101160399,0.130176502212034,71,2116,98,61.275825776057,0.12186664120043,1,1
"USA",2021-01-23,"B.1.214.2",0,NA,NA,0,2116,98,NA,NA,1,1
"USA",2021-01-23,"B.1.351",0,NA,NA,0,2116,98,NA,NA,1,1
"USA",2021-01-23,"B.1.427",0.124523554865487,0.0728313487277238,0.194419937638068,258,2116,98,128.212728852741,0.121588588910344,0,0
"USA",2021-01-23,"B.1.525",0.000731852242310588,2.02700055215011e-05,0.00399110306861017,2,2116,98,1406.42966564003,0.00397083306308866,1,1
"USA",2021-01-23,"B.1.526",0.00771274683315821,0.00177821334539776,0.0212925174020051,15,2116,98,432.114826217193,0.0195143040566073,1,1
"USA",2021-01-23,"B.1.617.1",0,NA,NA,0,2116,98,NA,NA,1,1
"USA",2021-01-23,"B.1.617.2",0,NA,NA,0,2116,98,NA,NA,1,1
"USA",2021-01-23,"B.1.617.3",0,NA,NA,0,2116,98,NA,NA,1,1
"USA",2021-01-23,"B.1.620",0,NA,NA,0,2116,98,NA,NA,1,1
"USA",2021-01-23,"B.1.621",0,NA,NA,0,2116,98,NA,NA,1,1
"USA",2021-01-23,"B.1.640",0,NA,NA,0,2116,98,NA,NA,1,1
"USA",2021-01-23,"C.16",0,NA,NA,0,2116,98,NA,NA,1,1
"USA",2021-01-23,"C.36",0.000834560212032991,5.50477821165711e-05,0.00365608309971718,2,2116,98,1725.32856345892,0.00360103531760061,1,1
"USA",2021-01-23,"C.37",0,NA,NA,0,2116,98,NA,NA,1,1
"USA",2021-01-23,"Other",0.799941133033366,0.724618186313419,0.862332753956109,1724,2116,98,141.995844776354,0.13771456764269,0,0
"USA",2021-01-23,"P.1",0,NA,NA,0,2116,98,NA,NA,1,1
"USA",2021-01-23,"P.2",0.0050103171298212,0.00185130535133967,0.0108372762523602,11,2116,98,1208.44496181794,0.00898597090102052,1,1
"USA",2021-01-23,"P.3",0,NA,NA,0,2116,98,NA,NA,1,1
"USA",2021-01-30,"A.23.1",0.00016910438867969,2.56661472690746e-08,0.00192973386584291,1,2314,120,2314,0.00192970819969564,1,1
"USA",2021-01-30,"A.27",0,NA,NA,0,2314,120,NA,NA,1,1
"USA",2021-01-30,"A.28",0,NA,NA,0,2314,120,NA,NA,1,1
"USA",2021-01-30,"B.1.1.318",0,NA,NA,0,2314,120,NA,NA,1,1
"USA",2021-01-30,"B.1.1.519",0.0223246694762303,0.0128125170331103,0.0360023135644694,53,2314,120,716.602483190214,0.0231897965313591,0,0
"USA",2021-01-30,"B.1.1.529",0,NA,NA,0,2314,120,NA,NA,1,1
"USA",2021-01-30,"B.1.1.7",0.0453685997408586,0.011175706154633,0.118067491373486,90,2314,120,77.9021008845488,0.106891785218853,1,1
"USA",2021-01-30,"B.1.214.2",0.000569325539002275,1.11994360348974e-05,0.00334121536550733,2,2314,120,1626.79065288067,0.00333001592947243,1,1
"USA",2021-01-30,"B.1.351",0.000147913504382488,6.45428455048242e-09,0.00188922426100035,1,2314,120,2314,0.0018892178067158,1,1
"USA",2021-01-30,"B.1.427",0.131696573527656,0.0817232412415358,0.197084324518035,255,2314,120,147.744082127774,0.115361083276499,0,0
"USA",2021-01-30,"B.1.525",0.000902540745731486,5.93347897050446e-05,0.00395720654118378,3,2314,120,1592.9304608472,0.00389787175147873,1,1
"USA",2021-01-30,"B.1.526",0.0089362140699513,0.00371374296160982,0.0179779986985392,16,2314,120,829.044775015961,0.0142642557369294,1,1
"USA",2021-01-30,"B.1.617.1",0,NA,NA,0,2314,120,NA,NA,1,1
"USA",2021-01-30,"B.1.617.2",0,NA,NA,0,2314,120,NA,NA,1,1
"USA",2021-01-30,"B.1.617.3",0,NA,NA,0,2314,120,NA,NA,1,1
"USA",2021-01-30,"B.1.620",0,NA,NA,0,2314,120,NA,NA,1,1
"USA",2021-01-30,"B.1.621",0,NA,NA,0,2314,120,NA,NA,1,1
"USA",2021-01-30,"B.1.640",0,NA,NA,0,2314,120,NA,NA,1,1
"USA",2021-01-30,"C.16",0,NA,NA,0,2314,120,NA,NA,1,1
"USA",2021-01-30,"C.36",0.000660076144656391,1.14909581912959e-05,0.00396955077165296,1,2314,120,1354.86581274426,0.00395805981346166,1,1
"USA",2021-01-30,"C.37",0,NA,NA,0,2314,120,NA,NA,1,1
"USA",2021-01-30,"Other",0.783467827279661,0.712518972171913,0.843884406973541,1880,2314,120,164.016503328912,0.131365434801628,0,0
"USA",2021-01-30,"P.1",0.00167699353389414,0.000318048032134982,0.00507575426448595,3,2314,120,1660.16539198873,0.00475770623235097,1,1
"USA",2021-01-30,"P.2",0.00408016204929699,0.00176512302707952,0.00801783779884324,9,2314,120,1965.09588133076,0.00625271477176373,1,1
"USA",2021-01-30,"P.3",0,NA,NA,0,2314,120,NA,NA,1,1
"USA",2021-02-06,"A.23.1",0.000241495614232438,3.23574859470271e-07,0.00217095318713749,1,2172,124,2172,0.00217062961227802,1,1
"USA",2021-02-06,"A.27",0,NA,NA,0,2172,124,NA,NA,1,1
"USA",2021-02-06,"A.28",0,NA,NA,0,2172,124,NA,NA,1,1
"USA",2021-02-06,"B.1.1.318",0.000388085778121915,5.43657423428827e-06,0.00243604239288503,1,2172,124,2172,0.00243060581865074,1,1
"USA",2021-02-06,"B.1.1.519",0.0348504431410847,0.0214334524787937,0.0532775107495511,76,2172,124,575.678623120824,0.0318440582707574,0,0
"USA",2021-02-06,"B.1.1.529",0,NA,NA,0,2172,124,NA,NA,1,1
"USA",2021-02-06,"B.1.1.7",0.0685179489956341,0.0390015242445954,0.110197511747898,127,2172,124,221.482848245634,0.0711959875033022,0,0
"USA",2021-02-06,"B.1.214.2",0,NA,NA,0,2172,124,NA,NA,1,1
"USA",2021-02-06,"B.1.351",0.000933862939992291,4.62154073582175e-05,0.00442540329298432,2,2172,124,1361.39761434379,0.0043791878856261,1,1
"USA",2021-02-06,"B.1.427",0.15095010349699,0.0893195087949569,0.232641106947827,372,2172,124,107.969749753882,0.14332159815287,0,0
"USA",2021-02-06,"B.1.525",0.00180068035010069,0.000481375779982231,0.00464926836517348,5,2172,124,2172,0.00416789258519125,1,1
"USA",2021-02-06,"B.1.526",0.0138886595660484,0.00627476651118797,0.0264575552409985,22,2172,124,627.697459531832,0.0201827887298105,1,1
"USA",2021-02-06,"B.1.617.1",0,NA,NA,0,2172,124,NA,NA,1,1
"USA",2021-02-06,"B.1.617.2",0,NA,NA,0,2172,124,NA,NA,1,1
"USA",2021-02-06,"B.1.617.3",0,NA,NA,0,2172,124,NA,NA,1,1
"USA",2021-02-06,"B.1.620",0,NA,NA,0,2172,124,NA,NA,1,1
"USA",2021-02-06,"B.1.621",0,NA,NA,0,2172,124,NA,NA,1,1
"USA",2021-02-06,"B.1.640",0,NA,NA,0,2172,124,NA,NA,1,1
"USA",2021-02-06,"C.16",0,NA,NA,0,2172,124,NA,NA,1,1
"USA",2021-02-06,"C.36",0,NA,NA,0,2172,124,NA,NA,1,1
"USA",2021-02-06,"C.37",0,NA,NA,0,2172,124,NA,NA,1,1
"USA",2021-02-06,"Other",0.726357104100261,0.656065536192323,0.789230862287261,1560,2172,124,184.786095081527,0.133165326094938,0,0
"USA",2021-02-06,"P.1",0,NA,NA,0,2172,124,NA,NA,1,1
"USA",2021-02-06,"P.2",0.0019001533846714,0.000375988314792041,0.00564568893252207,4,2172,124,1520.42539530862,0.00526970061773002,1,1
"USA",2021-02-06,"P.3",0.000171462632863753,1.67588051486193e-08,0.00203920327075801,2,2172,124,2172,0.00203918651195286,1,1
"USA",2021-02-13,"A.23.1",0.000126205990267385,2.16687309758239e-07,0.00109969938916904,2,4326,118,4326,0.00109948270185928,1,1
"USA",2021-02-13,"A.27",0,NA,NA,0,4326,118,NA,NA,1,1
"USA",2021-02-13,"A.28",0,NA,NA,0,4326,118,NA,NA,1,1
"USA",2021-02-13,"B.1.1.318",0.000664948439294723,7.2039264135529e-05,0.00249509137816539,2,4326,118,2808.14235708926,0.00242305211402986,1,1
"USA",2021-02-13,"B.1.1.519",0.0377070268259513,0.0284002161267927,0.0489899459476307,155,4326,118,1415.28936431135,0.020589729820838,0,0
"USA",2021-02-13,"B.1.1.529",0,NA,NA,0,4326,118,NA,NA,1,1
"USA",2021-02-13,"B.1.1.7",0.0495062409857124,0.0360980141141561,0.0660448198123034,246,4326,118,874.445603771367,0.0299468056981473,0,0
"USA",2021-02-13,"B.1.214.2",0.000831911376453642,0.000102643721960911,0.00298212856409119,2,4326,118,2432.69480620764,0.00287948484213027,1,1
"USA",2021-02-13,"B.1.351",0.00144366565606464,0.000387359373501098,0.00372149165546269,6,4326,118,2720.86393896338,0.0033341322819616,1,1
"USA",2021-02-13,"B.1.427",0.159841807276468,0.102373592381506,0.23289396418919,641,4326,118,134.532058580834,0.130520371807684,0,0
"USA",2021-02-13,"B.1.525",0.00204276835503331,0.000832992549145807,0.00416904002727026,10,4326,118,3512.29986194989,0.00333604747812445,1,1
"USA",2021-02-13,"B.1.526",0.0306045518597602,0.0157837938737416,0.0531429230200278,139,4326,118,383.977636583675,0.0373591291462862,0,0
"USA",2021-02-13,"B.1.617.1",0,NA,NA,0,4326,118,NA,NA,1,1
"USA",2021-02-13,"B.1.617.2",0,NA,NA,0,4326,118,NA,NA,1,1
"USA",2021-02-13,"B.1.617.3",0,NA,NA,0,4326,118,NA,NA,1,1
"USA",2021-02-13,"B.1.620",0,NA,NA,0,4326,118,NA,NA,1,1
"USA",2021-02-13,"B.1.621",0,NA,NA,0,4326,118,NA,NA,1,1
"USA",2021-02-13,"B.1.640",0,NA,NA,0,4326,118,NA,NA,1,1
"USA",2021-02-13,"C.16",0,NA,NA,0,4326,118,NA,NA,1,1
"USA",2021-02-13,"C.36",0.000375286749113018,3.16214822980597e-05,0.0015291299807484,2,4326,118,4326,0.00149750849845034,1,1
"USA",2021-02-13,"C.37",0.000277741526847181,1.1912896351839e-05,0.00136708203761532,2,4326,118,4326,0.00135516914126348,1,1
"USA",2021-02-13,"Other",0.707877588447272,0.648658295454864,0.762307191543791,3077,4326,118,261.105208802741,0.113648896088927,0,0
"USA",2021-02-13,"P.1",0.000461788366155175,5.58283353465387e-05,0.00166820894943373,3,4326,118,4326,0.00161238061408719,1,1
"USA",2021-02-13,"P.2",0.00823846814560741,0.00398743106268693,0.0150222720469327,39,4326,118,1235.1375703408,0.0110348409842458,1,1
"USA",2021-02-13,"P.3",0,NA,NA,0,4326,118,NA,NA,1,1
"USA",2021-02-20,"A.23.1",0,NA,NA,0,4080,106,NA,NA,1,1
"USA",2021-02-20,"A.27",0,NA,NA,0,4080,106,NA,NA,1,1
"USA",2021-02-20,"A.28",0,NA,NA,0,4080,106,NA,NA,1,1
"USA",2021-02-20,"B.1.1.318",0.000854616908472317,0.000205610669552944,0.00232475492645045,5,4080,106,4080,0.0021191442568975,1,1
"USA",2021-02-20,"B.1.1.519",0.0495410871361201,0.0365814548730672,0.0654019522536696,179,4080,106,941.89386546019,0.0288204973806024,0,0
"USA",2021-02-20,"B.1.1.529",0,NA,NA,0,4080,106,NA,NA,1,1
"USA",2021-02-20,"B.1.1.7",0.0801569262064301,0.0578724679304211,0.107565239592624,367,4080,106,498.624215299505,0.0496927716622026,0,0
"USA",2021-02-20,"B.1.214.2",0,NA,NA,0,4080,106,NA,NA,1,1
"USA",2021-02-20,"B.1.351",0.00340895995528973,0.000700976362385195,0.00994601975132314,15,4080,106,877.072313192492,0.00924504338893795,1,1
"USA",2021-02-20,"B.1.427",0.135698836007556,0.0911885211565249,0.191543551104446,572,4080,106,197.221735522252,0.100355029947921,0,0
"USA",2021-02-20,"B.1.525",0.00318475818394347,0.00124821115535636,0.00665623526706454,10,4080,106,2098.94212942209,0.00540802411170817,1,1
"USA",2021-02-20,"B.1.526",0.0480703838245731,0.018529013086205,0.0995528903897004,148,4080,106,132.77536548789,0.0810238773034954,1,1
"USA",2021-02-20,"B.1.617.1",0,NA,NA,0,4080,106,NA,NA,1,1
"USA",2021-02-20,"B.1.617.2",0,NA,NA,0,4080,106,NA,NA,1,1
"USA",2021-02-20,"B.1.617.3",0,NA,NA,0,4080,106,NA,NA,1,1
"USA",2021-02-20,"B.1.620",0,NA,NA,0,4080,106,NA,NA,1,1
"USA",2021-02-20,"B.1.621",0,NA,NA,0,4080,106,NA,NA,1,1
"USA",2021-02-20,"B.1.640",0,NA,NA,0,4080,106,NA,NA,1,1
"USA",2021-02-20,"C.16",0,NA,NA,0,4080,106,NA,NA,1,1
"USA",2021-02-20,"C.36",0.000233584051250606,3.43622128539142e-06,0.00145322512994567,2,4080,106,3655.83921201017,0.00144978890866028,1,1
"USA",2021-02-20,"C.37",0.0004433358588011,6.22537911447411e-06,0.00278118626707917,3,4080,106,1902.51739751089,0.0027749608879647,1,1
"USA",2021-02-20,"Other",0.671285168627649,0.615528098689743,0.723684451013794,2742,4080,106,305.774059317952,0.108156352324051,0,0
"USA",2021-02-20,"P.1",0.000878578870009059,0.000153728582835095,0.00275292608172142,5,4080,106,2963.31615615793,0.00259919749888632,1,1
"USA",2021-02-20,"P.2",0.00624376436990556,0.00316602892100613,0.0110344214714675,32,4080,106,1825.72609787388,0.00786839255046137,0,0
"USA",2021-02-20,"P.3",0,NA,NA,0,4080,106,NA,NA,1,1
"USA",2021-02-27,"A.23.1",0,NA,NA,0,4691,135,NA,NA,1,1
"USA",2021-02-27,"A.27",0,NA,NA,0,4691,135,NA,NA,1,1
"USA",2021-02-27,"A.28",0,NA,NA,0,4691,135,NA,NA,1,1
"USA",2021-02-27,"B.1.1.318",0.00111300619175239,0.000372721512131678,0.00255170585236297,7,4691,135,4691,0.00217898434023129,1,1
"USA",2021-02-27,"B.1.1.519",0.0444267693455939,0.0330121772483929,0.0583604564772862,191,4691,135,1096.13316919796,0.0253482792288932,0,0
"USA",2021-02-27,"B.1.1.529",0,NA,NA,0,4691,135,NA,NA,1,1
"USA",2021-02-27,"B.1.1.7",0.142664476904459,0.106186774769676,0.18594108613815,687,4691,135,318.844503519661,0.0797543113684735,0,0
"USA",2021-02-27,"B.1.214.2",0.000517468456128095,1.17911819215465e-05,0.00294567478136253,2,4691,135,1870.16322018568,0.00293388359944099,1,1
"USA",2021-02-27,"B.1.351",0.0054032784617146,0.00177280851704994,0.0125011350250175,25,4691,135,937.252592720268,0.0107283265079675,1,1
"USA",2021-02-27,"B.1.427",0.145706848403463,0.107637598301759,0.191009562577671,677,4691,135,297.420073146821,0.0833719642759118,0,0
"USA",2021-02-27,"B.1.525",0.00199082957623426,0.000603043599254567,0.00481870305964535,21,4691,135,2286.79442142311,0.00421565946039078,1,1
"USA",2021-02-27,"B.1.526",0.0603112227911694,0.0324862835016432,0.100956572094328,261,4691,135,215.284749635916,0.0684702885926845,0,0
"USA",2021-02-27,"B.1.617.1",0,NA,NA,0,4691,135,NA,NA,1,1
"USA",2021-02-27,"B.1.617.2",0,NA,NA,0,4691,135,NA,NA,1,1
"USA",2021-02-27,"B.1.617.3",0,NA,NA,0,4691,135,NA,NA,1,1
"USA",2021-02-27,"B.1.620",0,NA,NA,0,4691,135,NA,NA,1,1
"USA",2021-02-27,"B.1.621",0,NA,NA,0,4691,135,NA,NA,1,1
"USA",2021-02-27,"B.1.640",0,NA,NA,0,4691,135,NA,NA,1,1
"USA",2021-02-27,"C.16",0,NA,NA,0,4691,135,NA,NA,1,1
"USA",2021-02-27,"C.36",0,NA,NA,0,4691,135,NA,NA,1,1
"USA",2021-02-27,"C.37",0.000702591170618677,0.000159923292219604,0.00196196773873888,5,4691,135,4691,0.00180204444651927,1,1
"USA",2021-02-27,"Other",0.587117411645482,0.546825716857579,0.626559312911266,2756,4691,135,608.323092167049,0.0797335960536871,0,0
"USA",2021-02-27,"P.1",0.0014086747435462,0.000532426389651493,0.00301124985702881,7,4691,135,4465.93808637176,0.00247882346737732,1,1
"USA",2021-02-27,"P.2",0.00863742230983844,0.00495790778007555,0.0139616107717841,52,4691,135,1867.82938707874,0.0090037029917086,0,0
"USA",2021-02-27,"P.3",0,NA,NA,0,4691,135,NA,NA,1,1
"USA",2021-03-06,"A.23.1",0.000387360849256076,4.96212492249444e-05,0.00137059600537936,3,5354,178,5354,0.00132097475615442,1,1
"USA",2021-03-06,"A.27",0.000299899114229126,7.30604712040653e-06,0.00168378131454734,1,5354,178,3294.31387578538,0.00167647526742694,1,1
"USA",2021-03-06,"A.28",0,NA,NA,0,5354,178,NA,NA,1,1
"USA",2021-03-06,"B.1.1.318",0.00239478588131306,0.000816976470921808,0.0054298788777477,11,5354,178,2238.73587919349,0.0046129024068259,1,1
"USA",2021-03-06,"B.1.1.519",0.048991547290924,0.0377561228374717,0.0623800965465336,250,5354,178,1263.47020897325,0.0246239737090619,0,0
"USA",2021-03-06,"B.1.1.529",8.54769764339459e-05,4.52293583056035e-08,0.000857880947814794,1,5354,178,5354,0.000857835718456488,1,1
"USA",2021-03-06,"B.1.1.7",0.219306851400038,0.184399940881586,0.257451645531712,1188,5354,178,518.113449946701,0.0730517046501263,0,0
"USA",2021-03-06,"B.1.214.2",0,NA,NA,0,5354,178,NA,NA,1,1
"USA",2021-03-06,"B.1.351",0.00382713912913394,0.00204678523315126,0.0065186091449801,17,5354,178,3431.10899371892,0.00447182391182884,0,0
"USA",2021-03-06,"B.1.427",0.141091252517733,0.10115942372235,0.18943750750918,924,5354,178,259.903440755315,0.08827808378683,0,0
"USA",2021-03-06,"B.1.525",0.00256274542498417,0.00139152056346679,0.00431893012688949,21,5354,178,5349.6462530357,0.0029274095634227,0,0
"USA",2021-03-06,"B.1.526",0.0708958840783135,0.0428507614120042,0.109184170163203,382,5354,178,260.020393239382,0.0663334087511993,0,0
"USA",2021-03-06,"B.1.617.1",0.000136893116944289,1.08260717068209e-06,0.000952247480788139,1,5354,178,5354,0.000951164873617457,1,1
"USA",2021-03-06,"B.1.617.2",0,NA,NA,0,5354,178,NA,NA,1,1
"USA",2021-03-06,"B.1.617.3",8.13960900441001e-05,2.98141600203344e-08,0.000850196243049971,1,5354,178,5354,0.000850166428889951,1,1
"USA",2021-03-06,"B.1.620",0,NA,NA,0,5354,178,NA,NA,1,1
"USA",2021-03-06,"B.1.621",0,NA,NA,0,5354,178,NA,NA,1,1
"USA",2021-03-06,"B.1.640",0,NA,NA,0,5354,178,NA,NA,1,1
"USA",2021-03-06,"C.16",0,NA,NA,0,5354,178,NA,NA,1,1
"USA",2021-03-06,"C.36",0.000352966956610102,3.35556262095727e-05,0.00138398742506766,2,5354,178,4907.57260125268,0.00135043179885809,1,1
"USA",2021-03-06,"C.37",0.000769171312191073,0.000117460672593637,0.00254591005962679,3,5354,178,3047.10737477106,0.00242844938703315,1,1
"USA",2021-03-06,"Other",0.497583779278984,0.458590035327161,0.536599414639185,2480,5354,178,654.181869640329,0.0780093793120243,0,0
"USA",2021-03-06,"P.1",0.00366601192912329,0.00170369700680128,0.00687760178951891,26,5354,178,2538.09709426632,0.00517390478271762,1,1
"USA",2021-03-06,"P.2",0.00756683865374418,0.00459011757394043,0.0117357798872177,43,5354,178,2566.51240669414,0.00714566231327732,0,0
"USA",2021-03-06,"P.3",0,NA,NA,0,5354,178,NA,NA,1,1
"USA",2021-03-13,"A.23.1",0.000940410750935493,0.000204976818919043,0.00267847556017734,5,7432,182,3359.38620942933,0.0024734987412583,1,1
"USA",2021-03-13,"A.27",0,NA,NA,0,7432,182,NA,NA,1,1
"USA",2021-03-13,"A.28",0,NA,NA,0,7432,182,NA,NA,1,1
"USA",2021-03-13,"B.1.1.318",0.00289370141972695,0.0011457945203755,0.00601120370628994,16,7432,182,2351.82150114965,0.00486540918591444,1,1
"USA",2021-03-13,"B.1.1.519",0.0528074599691327,0.0407716006496092,0.0671208893424589,349,7432,182,1184.09233253924,0.0263492886928496,0,0
"USA",2021-03-13,"B.1.1.529",0,NA,NA,0,7432,182,NA,NA,1,1
"USA",2021-03-13,"B.1.1.7",0.305041431718603,0.266702224415653,0.345500239803727,2243,7432,182,547.482430392641,0.0787980153880745,0,0
"USA",2021-03-13,"B.1.214.2",0.000448059927546212,8.55692119802464e-05,0.00135362857270893,4,7432,182,6252.49122250883,0.00126805936072869,1,1
"USA",2021-03-13,"B.1.351",0.00590371554715538,0.0029170327256518,0.0106219023472491,46,7432,182,1812.02145271157,0.00770486962159734,1,1
"USA",2021-03-13,"B.1.427",0.135019348877433,0.0884715355248626,0.19419350557086,1206,7432,182,177.82234690532,0.105721970045998,0,0
"USA",2021-03-13,"B.1.525",0.00464198081406351,0.00280319149615636,0.00722742241756003,41,7432,182,4124.83507473939,0.00442423092140367,0,0
"USA",2021-03-13,"B.1.526",0.0902006749272378,0.0588695400818176,0.130867597872421,624,7432,182,270.232933780311,0.0719980577906034,0,0
"USA",2021-03-13,"B.1.617.1",0.000182502107454574,4.05370914999574e-06,0.00104534121477693,1,7432,182,5261.58731514561,0.00104128750562693,1,1
"USA",2021-03-13,"B.1.617.2",5.15044549780344e-05,6.44521937447964e-09,0.000599013349849228,1,7432,182,7432,0.000599006904629854,1,1
"USA",2021-03-13,"B.1.617.3",0,NA,NA,0,7432,182,NA,NA,1,1
"USA",2021-03-13,"B.1.620",0,NA,NA,0,7432,182,NA,NA,1,1
"USA",2021-03-13,"B.1.621",0,NA,NA,0,7432,182,NA,NA,1,1
"USA",2021-03-13,"B.1.640",0,NA,NA,0,7432,182,NA,NA,1,1
"USA",2021-03-13,"C.16",0,NA,NA,0,7432,182,NA,NA,1,1
"USA",2021-03-13,"C.36",0.000101772521713623,9.2247208967012e-07,0.000691732029872883,1,7432,182,7432,0.000690809557783213,1,1
"USA",2021-03-13,"C.37",0.00300933106651531,0.00137745071798979,0.00570357234649627,16,7432,182,2993.01132475409,0.00432612162850649,1,1
