Day of Week Ending,Lineage Bin,Modeltype,Usa Or Hhsregion,Variant,95CI,Share
"December 4, 2021",Other,weighted,5,Other*,0.1-0.8%,0.002994948
"December 11, 2021",Other,weighted,5,Other*,0.2-0.9%,0.004691818
"December 18, 2021",Other,weighted,5,Other*,0.4-1.1%,0.006731350
"December 25, 2021",Other,weighted,5,Other*,0.6-2.0%,0.011356521
"January 1, 2022",Other,weighted,5,Other*,0.6-2.6%,0.013656432
"January 8, 2022",Other,weighted,5,Other*,0.3-1.5%,0.007471946
"January 15, 2022",Other,weighted,5,Other*,0.0-0.4%,0.001597206
"January 22, 2022",Other,weighted,5,Other*,0.0-0.4%,0.000719227
"January 29, 2022",Other,weighted,5,Other*,0.0-0.2%,0.000307980
"February 5, 2022",Other,weighted,5,Other*,0.0-0.1%,0.000180663
"February 12, 2022",Other,weighted,5,Other*,0.0-0.2%,0.000444290
"February 19, 2022",Other,weighted,5,Other*,0.0-0.3%,0.001246272
"February 26, 2022",Other,weighted,5,Other*,0.2-0.8%,0.004349547
"March 5, 2022",Other,weighted,5,Other*,0.0-0.7%,0.001866669
"March 12, 2022",Other,weighted,5,Other*,0.1-1.1%,0.003436483
"March 19, 2022",Other,weighted,5,Other*,0.1-0.8%,0.003198281
"March 26, 2022",Other,weighted,5,Other*,0.1-0.6%,0.002308685
"April 2, 2022",Other,weighted,5,Other*,0.0-0.7%,0.001694118
"April 9, 2022",Other,weighted,5,Other*,0.0-0.4%,0.001626729
"April 16, 2022",Other,weighted,5,Other*,0.1-0.8%,0.003258199
"April 23, 2022",Other,weighted,5,Other*,0.0-1.0%,0.001462130
"May 8, 2021",Other,weighted,6,Other*,94.5-98.2%,0.966870666
"May 15, 2021",Other,weighted,6,Other*,93.9-98.0%,0.963580489
"May 22, 2021",Other,weighted,6,Other*,92.3-96.3%,0.945398390
"May 29, 2021",Other,weighted,6,Other*,88.4-94.3%,0.917269170
"June 5, 2021",Other,weighted,6,Other*,77.4-85.9%,0.819417655
"June 12, 2021",Other,weighted,6,Other*,60.6-79.0%,0.704262078
"June 19, 2021",Other,weighted,6,Other*,50.5-70.8%,0.610144556
"June 26, 2021",Other,weighted,6,Other*,39.2-51.2%,0.451423019
"July 3, 2021",Other,weighted,6,Other*,25.0-36.0%,0.302839875
"July 10, 2021",Other,weighted,6,Other*,13.9-22.4%,0.178691864
"July 17, 2021",Other,weighted,6,Other*,11.6-19.2%,0.151173070
"July 24, 2021",Other,weighted,6,Other*,3.8-8.2%,0.057227824
"July 31, 2021",Other,weighted,6,Other*,2.4-4.3%,0.032549012
"August 7, 2021",Other,weighted,6,Other*,2.6-6.0%,0.040249009
"August 14, 2021",Other,weighted,6,Other*,1.0-1.9%,0.013930286
"August 21, 2021",Other,weighted,6,Other*,0.6-2.9%,0.014818310
"August 28, 2021",Other,weighted,6,Other*,0.8-6.0%,0.025472350
"September 4, 2021",Other,weighted,6,Other*,0.4-2.7%,0.011472249
"September 11, 2021",Other,weighted,6,Other*,0.3-2.4%,0.010200074
"September 18, 2021",Other,weighted,6,Other*,0.6-3.4%,0.016220152
"September 25, 2021",Other,weighted,6,Other*,0.3-3.3%,0.011970079
"October 2, 2021",Other,weighted,6,Other*,0.6-3.4%,0.015648721
"October 9, 2021",Other,weighted,6,Other*,0.6-3.0%,0.014391309
"October 16, 2021",Other,weighted,6,Other*,0.7-4.3%,0.019491518
"October 23, 2021",Other,weighted,6,Other*,0.4-5.3%,0.018406637
"October 30, 2021",Other,weighted,6,Other*,0.5-4.4%,0.017765539
"November 6, 2021",Other,weighted,6,Other*,0.8-6.7%,0.027920112
"November 13, 2021",Other,weighted,6,Other*,0.9-6.2%,0.027628304
"November 20, 2021",Other,weighted,6,Other*,0.9-5.9%,0.026647409
"November 27, 2021",Other,weighted,6,Other*,0.4-4.2%,0.015584947
"December 4, 2021",Other,weighted,6,Other*,0.0-1.4%,0.003236114
"December 11, 2021",Other,weighted,6,Other*,0.0-0.4%,0.001072886
"December 18, 2021",Other,weighted,6,Other*,0.1-1.6%,0.004661032
"December 25, 2021",Other,weighted,6,Other*,0.2-2.7%,0.009832120
"January 1, 2022",Other,weighted,6,Other*,0.1-3.2%,0.008391217
"January 8, 2022",Other,weighted,6,Other*,0.0-1.4%,0.003408829
"January 15, 2022",Other,weighted,6,Other*,0.0-0.5%,0.001230573
"January 22, 2022",Other,weighted,6,Other*,0.0-0.1%,0.000196992
"January 29, 2022",Other,weighted,6,Other*,0.0-0.3%,0.000784514
"February 5, 2022",Other,weighted,6,Other*,0.0-0.1%,0.000260840
"February 12, 2022",Other,weighted,6,Other*,NA,0
"February 19, 2022",Other,weighted,6,Other*,0.0-0.6%,0.001652253
"February 26, 2022",Other,weighted,6,Other*,0.0-0.5%,0.001135117
"March 5, 2022",Other,weighted,6,Other*,0.0-0.7%,0.001241270
"March 12, 2022",Other,weighted,6,Other*,0.0-0.8%,0.001382767
"March 19, 2022",Other,weighted,6,Other*,NA,0
"March 26, 2022",Other,weighted,6,Other*,0.0-0.7%,0.001161325
"April 2, 2022",Other,weighted,6,Other*,NA,0
"April 9, 2022",Other,weighted,6,Other*,0.1-1.3%,0.005182563
"April 16, 2022",Other,weighted,6,Other*,0.0-3.5%,0.005285419
"April 23, 2022",Other,weighted,6,Other*,NA,0
"May 8, 2021",Other,weighted,7,Other*,97.9-99.7%,0.991328597
"May 15, 2021",Other,weighted,7,Other*,92.8-98.8%,0.966899991
"May 22, 2021",Other,weighted,7,Other*,73.4-93.9%,0.857839704
"May 29, 2021",Other,weighted,7,Other*,56.4-88.7%,0.750251353
"June 5, 2021",Other,weighted,7,Other*,38.6-64.5%,0.516517222
"June 12, 2021",Other,weighted,7,Other*,21.0-43.2%,0.313075840
"June 19, 2021",Other,weighted,7,Other*,10.0-33.6%,0.199229762
"June 26, 2021",Other,weighted,7,Other*,4.6-24.7%,0.121545233
"July 3, 2021",Other,weighted,7,Other*,2.1-9.8%,0.050008148
"July 10, 2021",Other,weighted,7,Other*,3.1-7.9%,0.051539037
"July 17, 2021",Other,weighted,7,Other*,1.3-8.3%,0.037980698
"July 24, 2021",Other,weighted,7,Other*,1.3-3.5%,0.021914531
"July 31, 2021",Other,weighted,7,Other*,0.8-4.1%,0.019997869
"August 7, 2021",Other,weighted,7,Other*,0.5-7.1%,0.024837844
"August 14, 2021",Other,weighted,7,Other*,0.0-1.0%,0.001561581
"August 21, 2021",Other,weighted,7,Other*,0.2-4.0%,0.012585266
"August 28, 2021",Other,weighted,7,Other*,0.6-4.8%,0.019387905
"September 4, 2021",Other,weighted,7,Other*,0.1-1.4%,0.005363897
"September 11, 2021",Other,weighted,7,Other*,0.4-1.8%,0.008996912
"September 18, 2021",Other,weighted,7,Other*,0.1-1.3%,0.004732518
"September 25, 2021",Other,weighted,7,Other*,0.2-3.0%,0.010333269
"October 2, 2021",Other,weighted,7,Other*,0.1-1.6%,0.005339246
"October 9, 2021",Other,weighted,7,Other*,0.2-1.5%,0.006192094
"October 16, 2021",Other,weighted,7,Other*,0.2-2.9%,0.010354195
"October 23, 2021",Other,weighted,7,Other*,0.6-3.7%,0.016326880
"October 30, 2021",Other,weighted,7,Other*,0.1-1.1%,0.004514187
"November 6, 2021",Other,weighted,7,Other*,0.3-2.7%,0.011224862
"November 13, 2021",Other,weighted,7,Other*,0.4-4.6%,0.016637033
"November 20, 2021",Other,weighted,7,Other*,0.7-5.0%,0.021493869
"November 27, 2021",Other,weighted,7,Other*,0.3-2.7%,0.010521892
"December 4, 2021",Other,weighted,7,Other*,0.0-0.7%,0.001715286
"December 11, 2021",Other,weighted,7,Other*,0.0-0.9%,0.001967560
"December 18, 2021",Other,weighted,7,Other*,0.1-1.6%,0.005891499
"December 25, 2021",Other,weighted,7,Other*,0.1-2.1%,0.006930262
"January 1, 2022",Other,weighted,7,Other*,0.4-2.7%,0.011721675
"January 8, 2022",Other,weighted,7,Other*,0.0-0.8%,0.002340505
"January 15, 2022",Other,weighted,7,Other*,0.0-0.2%,0.000207190
"January 22, 2022",Other,weighted,7,Other*,0.0-0.2%,9.536716243e-05
"January 29, 2022",Other,weighted,7,Other*,0.0-0.2%,0.000318384
"February 5, 2022",Other,weighted,7,Other*,NA,0
"February 12, 2022",Other,weighted,7,Other*,0.0-0.6%,0.001284246
"February 19, 2022",Other,weighted,7,Other*,NA,0
"February 26, 2022",Other,weighted,7,Other*,NA,0
"March 5, 2022",Other,weighted,7,Other*,NA,0
"March 12, 2022",Other,weighted,7,Other*,NA,0
"March 19, 2022",Other,weighted,7,Other*,NA,0
"March 26, 2022",Other,weighted,7,Other*,0.0-2.6%,0.003643405
"April 2, 2022",Other,weighted,7,Other*,0.0-2.2%,0.002988104
"April 9, 2022",Other,weighted,7,Other*,0.1-3.2%,0.007762629
"April 16, 2022",Other,weighted,7,Other*,NA,0
"April 23, 2022",Other,weighted,7,Other*,NA,0
"May 8, 2021",Other,weighted,8,Other*,95.3-98.4%,0.971686244
"May 15, 2021",Other,weighted,8,Other*,89.7-95.7%,0.931318700
"May 22, 2021",Other,weighted,8,Other*,88.9-93.9%,0.916680753
"May 29, 2021",Other,weighted,8,Other*,70.8-84.2%,0.780315876
"June 5, 2021",Other,weighted,8,Other*,57.8-76.1%,0.674171925
"June 12, 2021",Other,weighted,8,Other*,38.4-58.2%,0.482647061
"June 19, 2021",Other,weighted,8,Other*,24.7-53.6%,0.384187222
"June 26, 2021",Other,weighted,8,Other*,12.8-34.1%,0.221469030
"July 3, 2021",Other,weighted,8,Other*,9.5-19.4%,0.139211655
"July 10, 2021",Other,weighted,8,Other*,9.3-17.0%,0.128013134
"July 17, 2021",Other,weighted,8,Other*,4.1-10.9%,0.069413543
"July 24, 2021",Other,weighted,8,Other*,2.8-5.4%,0.039561588
"July 31, 2021",Other,weighted,8,Other*,1.9-5.0%,0.032137275
"August 7, 2021",Other,weighted,8,Other*,0.5-3.6%,0.015994094
"August 14, 2021",Other,weighted,8,Other*,0.7-4.2%,0.019316062
"August 21, 2021",Other,weighted,8,Other*,0.1-0.9%,0.003636721
"August 28, 2021",Other,weighted,8,Other*,0.2-3.3%,0.010128967
"September 4, 2021",Other,weighted,8,Other*,0.2-2.4%,0.008392807
"September 11, 2021",Other,weighted,8,Other*,0.1-1.3%,0.004773550
"September 18, 2021",Other,weighted,8,Other*,0.2-1.9%,0.007300047
"September 25, 2021",Other,weighted,8,Other*,0.1-1.3%,0.004346782
"October 2, 2021",Other,weighted,8,Other*,0.1-1.0%,0.003654833
"October 9, 2021",Other,weighted,8,Other*,0.1-1.8%,0.006384122
"October 16, 2021",Other,weighted,8,Other*,0.2-1.6%,0.006547210
"October 23, 2021",Other,weighted,8,Other*,0.1-1.9%,0.006248967
"October 30, 2021",Other,weighted,8,Other*,0.0-1.4%,0.003515057
"November 6, 2021",Other,weighted,8,Other*,0.1-2.4%,0.007655110
"November 13, 2021",Other,weighted,8,Other*,0.2-3.2%,0.010019833
"November 20, 2021",Other,weighted,8,Other*,0.1-3.5%,0.008579396
"November 27, 2021",Other,weighted,8,Other*,0.0-0.9%,0.001502516
"December 4, 2021",Other,weighted,8,Other*,0.0-0.1%,0.000216288
"December 11, 2021",Other,weighted,8,Other*,0.0-0.4%,0.000953407
"December 18, 2021",Other,weighted,8,Other*,0.0-0.7%,0.002051918
"December 25, 2021",Other,weighted,8,Other*,0.1-1.6%,0.004879683
"January 1, 2022",Other,weighted,8,Other*,0.1-1.1%,0.003970723
"January 8, 2022",Other,weighted,8,Other*,0.2-2.2%,0.007799307
"January 15, 2022",Other,weighted,8,Other*,0.0-0.6%,0.001103628
"January 22, 2022",Other,weighted,8,Other*,0.0-0.9%,0.002578701
"January 29, 2022",Other,weighted,8,Other*,0.0-0.5%,0.001410707
"February 5, 2022",Other,weighted,8,Other*,0.0-0.8%,0.002071209
"February 12, 2022",Other,weighted,8,Other*,0.0-0.7%,0.002190281
"February 19, 2022",Other,weighted,8,Other*,0.1-0.8%,0.003014115
"February 26, 2022",Other,weighted,8,Other*,0.1-1.4%,0.004828118
"March 5, 2022",Other,weighted,8,Other*,0.1-0.7%,0.002684114
"March 12, 2022",Other,weighted,8,Other*,0.0-0.9%,0.001931641
"March 19, 2022",Other,weighted,8,Other*,0.0-0.6%,0.001006670
"March 26, 2022",Other,weighted,8,Other*,0.0-1.4%,0.002418744
"April 2, 2022",Other,weighted,8,Other*,0.0-2.6%,0.004060005
"April 9, 2022",Other,weighted,8,Other*,0.0-2.8%,0.005072412
"April 16, 2022",Other,weighted,8,Other*,NA,0
"April 23, 2022",Other,weighted,8,Other*,0.0-1.4%,0.003568873
"May 8, 2021",Other,weighted,9,Other*,94.8-98.5%,0.970231235
"May 15, 2021",Other,weighted,9,Other*,94.8-97.9%,0.965708077
"May 22, 2021",Other,weighted,9,Other*,92.4-97.4%,0.953430712
"May 29, 2021",Other,weighted,9,Other*,84.8-92.0%,0.887783349
"June 5, 2021",Other,weighted,9,Other*,71.6-86.8%,0.799776137
"June 12, 2021",Other,weighted,9,Other*,61.9-79.1%,0.710358143
"June 19, 2021",Other,weighted,9,Other*,50.0-62.9%,0.565272927
"June 26, 2021",Other,weighted,9,Other*,31.9-48.9%,0.401732355
"July 3, 2021",Other,weighted,9,Other*,21.2-34.3%,0.273447305
"July 10, 2021",Other,weighted,9,Other*,12.3-18.8%,0.153272673
"July 17, 2021",Other,weighted,9,Other*,7.8-12.0%,0.097386107
"July 24, 2021",Other,weighted,9,Other*,4.4-6.4%,0.053398073
"July 31, 2021",Other,weighted,9,Other*,2.9-4.4%,0.036066514
"August 7, 2021",Other,weighted,9,Other*,1.4-3.6%,0.023580618
"August 14, 2021",Other,weighted,9,Other*,0.8-1.5%,0.010993100
"August 21, 2021",Other,weighted,9,Other*,0.4-1.8%,0.009090678
"August 28, 2021",Other,weighted,9,Other*,0.3-3.8%,0.014076021
"September 4, 2021",Other,weighted,9,Other*,0.4-3.9%,0.015197428
"September 11, 2021",Other,weighted,9,Other*,0.2-6.4%,0.017581047
"September 18, 2021",Other,weighted,9,Other*,0.2-7.6%,0.018850915
"September 25, 2021",Other,weighted,9,Other*,0.1-2.2%,0.005752434
"October 2, 2021",Other,weighted,9,Other*,0.1-1.3%,0.003952140
"October 9, 2021",Other,weighted,9,Other*,0.3-2.2%,0.009176528
"October 16, 2021",Other,weighted,9,Other*,0.2-3.8%,0.011623326
"October 23, 2021",Other,weighted,9,Other*,0.1-2.5%,0.007070701
"October 30, 2021",Other,weighted,9,Other*,0.1-3.8%,0.009336255
"November 6, 2021",Other,weighted,9,Other*,0.1-3.8%,0.010333887
"November 13, 2021",Other,weighted,9,Other*,0.2-5.0%,0.013885514
"November 20, 2021",Other,weighted,9,Other*,0.1-5.9%,0.015384245
"November 27, 2021",Other,weighted,9,Other*,0.0-2.6%,0.006098129
"December 4, 2021",Other,weighted,9,Other*,0.0-0.4%,0.000653314
"December 11, 2021",Other,weighted,9,Other*,0.0-0.3%,0.001022847
"December 18, 2021",Other,weighted,9,Other*,0.0-1.3%,0.002942946
"December 25, 2021",Other,weighted,9,Other*,0.0-0.9%,0.002553631
"January 1, 2022",Other,weighted,9,Other*,0.0-1.9%,0.003769044
"January 8, 2022",Other,weighted,9,Other*,0.0-0.2%,0.000997240
"January 15, 2022",Other,weighted,9,Other*,0.0-0.2%,0.000818355
"January 22, 2022",Other,weighted,9,Other*,0.0-0.1%,0.000148702
"January 29, 2022",Other,weighted,9,Other*,0.0-0.1%,0.000127514
"February 5, 2022",Other,weighted,9,Other*,0.0-0.0%,0.000132551
"February 12, 2022",Other,weighted,9,Other*,0.0-0.1%,0.000293967
"February 19, 2022",Other,weighted,9,Other*,0.0-0.3%,0.001166560
"February 26, 2022",Other,weighted,9,Other*,0.0-0.2%,0.001032397
"March 5, 2022",Other,weighted,9,Other*,0.0-0.4%,0.001331185
"March 12, 2022",Other,weighted,9,Other*,0.0-0.3%,0.000599425
"March 19, 2022",Other,weighted,9,Other*,0.1-1.2%,0.003735567
"March 26, 2022",Other,weighted,9,Other*,0.0-0.5%,0.001220145
"April 2, 2022",Other,weighted,9,Other*,0.2-1.0%,0.004773907
"April 9, 2022",Other,weighted,9,Other*,0.1-2.0%,0.006712195
"April 16, 2022",Other,weighted,9,Other*,0.3-2.3%,0.009143976
"April 23, 2022",Other,weighted,9,Other*,0.1-2.1%,0.006314158
"May 8, 2021",Other,weighted,10,Other*,95.5-99.8%,0.986077666
"May 15, 2021",Other,weighted,10,Other*,94.1-99.7%,0.980958521
"May 22, 2021",Other,weighted,10,Other*,92.9-99.3%,0.972617388
"May 29, 2021",Other,weighted,10,Other*,92.3-98.1%,0.958813667
"June 5, 2021",Other,weighted,10,Other*,84.1-95.8%,0.911648870
"June 12, 2021",Other,weighted,10,Other*,74.0-96.1%,0.880555570
"June 19, 2021",Other,weighted,10,Other*,68.9-90.8%,0.816733599
"June 26, 2021",Other,weighted,10,Other*,47.1-86.3%,0.692048490
"July 3, 2021",Other,weighted,10,Other*,36.3-58.9%,0.475041628
"July 10, 2021",Other,weighted,10,Other*,17.6-41.6%,0.285086185
"July 17, 2021",Other,weighted,10,Other*,11.0-28.0%,0.183675677
"July 24, 2021",Other,weighted,10,Other*,6.3-10.9%,0.083520323
"July 31, 2021",Other,weighted,10,Other*,3.1-5.6%,0.041789312
"August 7, 2021",Other,weighted,10,Other*,1.5-3.8%,0.024739070
"August 14, 2021",Other,weighted,10,Other*,0.8-1.5%,0.011010405
"August 21, 2021",Other,weighted,10,Other*,0.6-1.1%,0.008237571
"August 28, 2021",Other,weighted,10,Other*,0.2-1.5%,0.006638084
"September 4, 2021",Other,weighted,10,Other*,0.1-0.7%,0.002544110
"September 11, 2021",Other,weighted,10,Other*,0.2-1.2%,0.005458556
"September 18, 2021",Other,weighted,10,Other*,0.2-1.2%,0.005175055
"September 25, 2021",Other,weighted,10,Other*,0.0-1.0%,0.003137265
"October 2, 2021",Other,weighted,10,Other*,0.1-0.8%,0.003319782
"October 9, 2021",Other,weighted,10,Other*,0.1-1.3%,0.004912887
"October 16, 2021",Other,weighted,10,Other*,0.1-1.5%,0.004273866
"October 23, 2021",Other,weighted,10,Other*,0.0-1.5%,0.003830265
"October 30, 2021",Other,weighted,10,Other*,0.1-1.4%,0.004988178
"November 6, 2021",Other,weighted,10,Other*,0.0-0.8%,0.001796274
"November 13, 2021",Other,weighted,10,Other*,0.1-2.6%,0.007127237
"November 20, 2021",Other,weighted,10,Other*,0.1-1.8%,0.005995038
"November 27, 2021",Other,weighted,10,Other*,0.0-1.4%,0.002415748
"December 4, 2021",Other,weighted,10,Other*,0.0-0.5%,0.000846435
"December 11, 2021",Other,weighted,10,Other*,NA,0
"December 18, 2021",Other,weighted,10,Other*,0.3-1.1%,0.005960498
"December 25, 2021",Other,weighted,10,Other*,0.1-1.0%,0.003208182
"January 1, 2022",Other,weighted,10,Other*,0.0-0.8%,0.002605673
"January 8, 2022",Other,weighted,10,Other*,0.0-0.3%,0.000584739
"January 15, 2022",Other,weighted,10,Other*,0.0-0.4%,0.001047699
"January 22, 2022",Other,weighted,10,Other*,0.0-0.3%,0.000731800
"January 29, 2022",Other,weighted,10,Other*,0.0-1.5%,0.002561467
"February 5, 2022",Other,weighted,10,Other*,NA,0
"February 12, 2022",Other,weighted,10,Other*,0.0-0.2%,0.000272704
"February 19, 2022",Other,weighted,10,Other*,NA,0
"February 26, 2022",Other,weighted,10,Other*,0.0-0.5%,0.001535210
"March 5, 2022",Other,weighted,10,Other*,0.1-0.9%,0.004152567
"March 12, 2022",Other,weighted,10,Other*,0.0-1.7%,0.003235007
"March 19, 2022",Other,weighted,10,Other*,0.0-0.7%,0.001599352
"March 26, 2022",Other,weighted,10,Other*,0.1-3.2%,0.008000948
"April 2, 2022",Other,weighted,10,Other*,0.1-0.8%,0.003019424
"April 9, 2022",Other,weighted,10,Other*,0.0-0.6%,0.001029654
"April 16, 2022",Other,weighted,10,Other*,0.0-0.6%,0.000978704
"April 23, 2022",Other,weighted,10,Other*,0.0-2.0%,0.003375513
"April 30, 2022",VBM,smoothed,USA,B.1.617.2,0.0-0.0%,1.432036998e-12
"May 7, 2022",VBM,smoothed,USA,B.1.617.2,0.0-0.0%,1.770178513e-13
"April 30, 2022",VBM,smoothed,1,B.1.617.2,0.0-0.0%,1.311193016e-12
"May 7, 2022",VBM,smoothed,1,B.1.617.2,0.0-0.0%,1.593779226e-13
"April 30, 2022",VBM,smoothed,2,B.1.617.2,0.0-0.0%,1.919275828e-13
"May 7, 2022",VBM,smoothed,2,B.1.617.2,0.0-0.0%,2.085156930e-14
"April 30, 2022",VBM,smoothed,3,B.1.617.2,0.0-0.0%,1.299137881e-12
"May 7, 2022",VBM,smoothed,3,B.1.617.2,0.0-0.0%,1.532410131e-13
"April 30, 2022",VBM,smoothed,4,B.1.617.2,0.0-0.0%,6.096806003e-13
"May 7, 2022",VBM,smoothed,4,B.1.617.2,0.0-0.0%,7.282027628e-14
"April 30, 2022",VBM,smoothed,5,B.1.617.2,0.0-0.0%,2.387161432e-12
"May 7, 2022",VBM,smoothed,5,B.1.617.2,0.0-0.0%,2.971228135e-13
"April 30, 2022",VBM,smoothed,6,B.1.617.2,0.0-0.0%,1.026742168e-12
"May 7, 2022",VBM,smoothed,6,B.1.617.2,0.0-0.0%,1.340759101e-13
"April 30, 2022",VBM,smoothed,7,B.1.617.2,0.0-0.0%,7.133308267e-12
"May 7, 2022",VBM,smoothed,7,B.1.617.2,0.0-0.0%,8.501338197e-13
"April 30, 2022",VBM,smoothed,8,B.1.617.2,0.0-0.0%,1.994710386e-12
"May 7, 2022",VBM,smoothed,8,B.1.617.2,0.0-0.0%,2.484969424e-13
"April 30, 2022",VBM,smoothed,9,B.1.617.2,0.0-0.0%,8.509453992e-13
"May 7, 2022",VBM,smoothed,9,B.1.617.2,0.0-0.0%,1.100833224e-13
"April 30, 2022",VBM,smoothed,10,B.1.617.2,0.0-0.0%,9.570689510e-13
"May 7, 2022",VBM,smoothed,10,B.1.617.2,0.0-0.0%,1.288093845e-13
"May 8, 2021",VBM,weighted,USA,B.1.617.2,1.4-2.2%,0.017677452
"May 15, 2021",VBM,weighted,USA,B.1.617.2,1.9-3.1%,0.024140330
"May 22, 2021",VBM,weighted,USA,B.1.617.2,3.1-4.9%,0.039503366
"May 29, 2021",VBM,weighted,USA,B.1.617.2,5.7-9.0%,0.072176881
"June 5, 2021",VBM,weighted,USA,B.1.617.2,11.2-17.7%,0.142112717
"June 12, 2021",VBM,weighted,USA,B.1.617.2,21.8-30.5%,0.259925544
"June 19, 2021",VBM,weighted,USA,B.1.617.2,32.4-43.2%,0.377278954
"June 26, 2021",VBM,weighted,USA,B.1.617.2,49.9-60.0%,0.549482703
"July 3, 2021",VBM,weighted,USA,B.1.617.2,67.3-73.4%,0.704335809
"July 10, 2021",VBM,weighted,USA,B.1.617.2,80.1-84.2%,0.822333336
"July 17, 2021",VBM,weighted,USA,B.1.617.2,86.1-89.5%,0.878753841
"July 24, 2021",VBM,weighted,USA,B.1.617.2,93.7-95.1%,0.944379210
"July 31, 2021",VBM,weighted,USA,B.1.617.2,95.9-97.1%,0.965164721
"August 7, 2021",VBM,weighted,USA,B.1.617.2,96.2-97.7%,0.969833314
"August 14, 2021",VBM,weighted,USA,B.1.617.2,98.5-99.0%,0.987553656
"August 21, 2021",VBM,weighted,USA,B.1.617.2,98.2-99.1%,0.987387240
"August 28, 2021",VBM,weighted,USA,B.1.617.2,97.5-98.9%,0.982658565
"September 4, 2021",VBM,weighted,USA,B.1.617.2,98.6-99.3%,0.990171432
"September 11, 2021",VBM,weighted,USA,B.1.617.2,98.7-99.5%,0.991312563
"September 18, 2021",VBM,weighted,USA,B.1.617.2,98.3-99.3%,0.988582551
"September 25, 2021",VBM,weighted,USA,B.1.617.2,98.8-99.5%,0.991702497
"October 2, 2021",VBM,weighted,USA,B.1.617.2,98.7-99.4%,0.990617931
"October 9, 2021",VBM,weighted,USA,B.1.617.2,98.7-99.3%,0.989964068
"October 16, 2021",VBM,weighted,USA,B.1.617.2,98.6-99.4%,0.990674675
"October 23, 2021",VBM,weighted,USA,B.1.617.2,98.3-99.2%,0.988614619
"October 30, 2021",VBM,weighted,USA,B.1.617.2,98.7-99.4%,0.991086841
"November 6, 2021",VBM,weighted,USA,B.1.617.2,97.9-99.0%,0.985141695
"November 13, 2021",VBM,weighted,USA,B.1.617.2,97.7-98.9%,0.983604133
"November 20, 2021",VBM,weighted,USA,B.1.617.2,97.4-98.6%,0.980959952
"November 27, 2021",VBM,weighted,USA,B.1.617.2,98.4-99.3%,0.989190578
"December 4, 2021",VBM,weighted,USA,B.1.617.2,98.5-99.3%,0.989595890
"December 11, 2021",VBM,weighted,USA,B.1.617.2,88.6-94.5%,0.918815672
"December 18, 2021",VBM,weighted,USA,B.1.617.2,56.3-66.7%,0.615908742
"December 25, 2021",VBM,weighted,USA,B.1.617.2,21.9-30.2%,0.259096980
"January 1, 2022",VBM,weighted,USA,B.1.617.2,8.6-11.9%,0.101268403
"January 8, 2022",VBM,weighted,USA,B.1.617.2,3.7-5.4%,0.044627935
"January 15, 2022",VBM,weighted,USA,B.1.617.2,1.6-2.2%,0.019060951
"January 22, 2022",VBM,weighted,USA,B.1.617.2,0.6-1.1%,0.008409729
"January 29, 2022",VBM,weighted,USA,B.1.617.2,0.4-0.7%,0.005347997
"February 5, 2022",VBM,weighted,USA,B.1.617.2,0.2-0.3%,0.002314836
"February 12, 2022",VBM,weighted,USA,B.1.617.2,0.1-0.2%,0.001514278
"February 19, 2022",VBM,weighted,USA,B.1.617.2,0.1-0.2%,0.001090822
"February 26, 2022",VBM,weighted,USA,B.1.617.2,0.1-0.3%,0.001841917
"March 5, 2022",VBM,weighted,USA,B.1.617.2,0.1-0.2%,0.001245028
"March 12, 2022",VBM,weighted,USA,B.1.617.2,0.0-0.2%,0.000861517
"March 19, 2022",VBM,weighted,USA,B.1.617.2,0.0-0.4%,0.001338649
"March 26, 2022",VBM,weighted,USA,B.1.617.2,0.0-0.1%,0.000641880
"April 2, 2022",VBM,weighted,USA,B.1.617.2,0.0-0.1%,0.000283581
"April 9, 2022",VBM,weighted,USA,B.1.617.2,0.0-0.1%,0.000178789
"April 16, 2022",VBM,weighted,USA,B.1.617.2,0.0-0.1%,8.295497537e-05
"April 23, 2022",VBM,weighted,USA,B.1.617.2,0.0-0.3%,0.000424155
"May 8, 2021",VBM,weighted,1,B.1.617.2,1.1-2.4%,0.016163103
"May 15, 2021",VBM,weighted,1,B.1.617.2,1.4-4.2%,0.024943762
"May 22, 2021",VBM,weighted,1,B.1.617.2,2.8-6.4%,0.043187752
"May 29, 2021",VBM,weighted,1,B.1.617.2,3.7-9.0%,0.059332915
"June 5, 2021",VBM,weighted,1,B.1.617.2,3.4-13.4%,0.072680831
"June 12, 2021",VBM,weighted,1,B.1.617.2,2.6-8.1%,0.048488021
"June 19, 2021",VBM,weighted,1,B.1.617.2,18.9-32.7%,0.253246605
"June 26, 2021",VBM,weighted,1,B.1.617.2,25.0-43.5%,0.337943941
"July 3, 2021",VBM,weighted,1,B.1.617.2,43.8-59.1%,0.514668763
"July 10, 2021",VBM,weighted,1,B.1.617.2,70.8-84.0%,0.779137135
"July 17, 2021",VBM,weighted,1,B.1.617.2,88.5-94.5%,0.918891847
"July 24, 2021",VBM,weighted,1,B.1.617.2,92.9-97.3%,0.954574645
"July 31, 2021",VBM,weighted,1,B.1.617.2,93.5-97.1%,0.955596805
"August 7, 2021",VBM,weighted,1,B.1.617.2,96.7-98.7%,0.979130745
"August 14, 2021",VBM,weighted,1,B.1.617.2,98.0-99.2%,0.986736894
"August 21, 2021",VBM,weighted,1,B.1.617.2,97.6-99.3%,0.986301124
